energy_%,bpm,danceability_%,liveness_%,valence_%,speechiness_%,instrumentalness_%
0.846,98.026,0.734,0.235,0.604,0.0489,1.74e-06
0.662,93.976,0.892,0.363,0.607,0.162,1.24e-06
0.479,169.922,0.812,0.0756,0.559,0.333,1.21e-06
0.892,97.008,0.791,0.0609,0.916,0.0521,0.000355
0.737,91.986,0.708,0.0955,0.607,0.0436,0.00162
0.711,102.984,0.822,0.083,0.934,0.0668,1.46e-05
0.812,162.087,0.785,0.107,0.903,0.0644,0.0
0.794,92.998,0.843,0.25,0.796,0.0426,1.22e-06
0.769,167.969,0.771,0.345,0.931,0.0694,1.57e-05
0.88,180.011,0.72,0.153,0.463,0.101,0.06
0.672,93.999,0.817,0.13,0.774,0.299,0.0
0.543,98.992,0.898,0.338,0.359,0.121,0.000623
0.709,99.993,0.725,0.114,0.648,0.129,0.000189
0.766,96.037,0.88,0.382,0.594,0.0505,1.79e-05
0.671,169.727,0.714,0.325,0.641,0.362,0.0
0.617,173.97,0.703,0.433,0.486,0.151,6.11e-06
0.626,100.02,0.763,0.205,0.78,0.0433,0.225
0.499,99.986,0.791,0.0899,0.669,0.0509,2.41e-05
0.476,129.992,0.793,0.115,0.578,0.0406,0.0
0.71,92.009,0.535,0.141,0.523,0.324,0.0
0.668,128.027,0.924,0.0678,0.787,0.0469,0.000594
0.482,100.029,0.69,0.0728,0.356,0.2,0.0004
0.779,128.028,0.937,0.0408,0.95,0.329,6.85e-05
0.583,115.221,0.669,0.1,0.271,0.269,2.54e-06
0.496,100.025,0.696,0.0626,0.476,0.0365,0.000397
0.665,100.09,0.858,0.119,0.659,0.152,0.0
0.86,100.019,0.774,0.116,0.446,0.13,0.0
0.507,99.994,0.755,0.18,0.606,0.0684,1.82e-05
0.599,86.533,0.828,0.0775,0.478,0.149,0.0
0.827,129.949,0.956,0.423,0.614,0.222,0.000259
0.99,126.015,0.748,0.267,0.386,0.151,0.132
0.803,130.028,0.877,0.087,0.795,0.0507,0.056
0.413,130.078,0.92,0.133,0.679,0.0752,0.0514
0.789,130.053,0.89,0.192,0.758,0.428,0.0
0.427,80.492,0.492,0.53,0.443,0.372,0.00482
0.669,130.05,0.949,0.169,0.843,0.222,0.000592
0.687,117.008,0.778,0.356,0.839,0.105,0.0105
0.955,130.068,0.679,0.125,0.713,0.0437,0.235
0.582,84.917,0.615,0.0791,0.892,0.364,6.55e-05
0.96,130.118,0.863,0.0853,0.586,0.0492,0.00526
0.907,117.054,0.863,0.182,0.304,0.295,0.000813
0.59,86.429,0.711,0.0798,0.702,0.271,1.83e-06
0.327,90.025,0.707,0.155,0.181,0.0687,0.0148
0.729,98.022,0.629,0.253,0.427,0.0379,7.75e-05
0.656,120.001,0.685,0.318,0.556,0.0411,0.0
0.606,95.056,0.831,0.0973,0.883,0.0626,1.04e-06
0.914,108.02,0.726,0.54,0.839,0.0802,0.0
0.724,78.753,0.536,0.116,0.587,0.152,0.0
0.622,204.028,0.406,0.309,0.567,0.0648,1.35e-05
0.538,141.894,0.52,0.119,0.177,0.206,0.00187
0.586,130.012,0.891,0.213,0.954,0.121,0.0
0.722,119.973,0.769,0.111,0.57,0.0507,2.56e-06
0.84,95.416,0.856,0.0773,0.792,0.334,0.0
0.818,97.571,0.373,0.434,0.361,0.102,0.0
0.803,67.536,0.284,0.242,0.553,0.173,0.0
0.86,76.54,0.575,0.0973,0.834,0.23,0.0
0.579,84.143,0.562,0.102,0.577,0.484,0.0
0.621,119.043,0.455,0.123,0.28,0.0517,2.59e-06
0.76,80.082,0.435,0.158,0.206,0.0721,0.0
0.638,82.81,0.677,0.193,0.435,0.333,0.0
0.498,81.958,0.665,0.0757,0.127,0.083,0.0
0.441,135.028,0.942,0.138,0.925,0.469,0.0
0.421,95.977,0.852,0.106,0.457,0.208,2.28e-06
0.652,141.981,0.47,0.175,0.104,0.0561,4.08e-05
0.574,120.013,0.669,0.146,0.273,0.0286,0.00294
0.638,94.893,0.809,0.453,0.608,0.28,0.0
0.57,129.953,0.734,0.112,0.689,0.133,2.14e-05
0.744,82.356,0.798,0.292,0.794,0.136,0.000106
0.653,142.347,0.493,0.511,0.852,0.0466,0.0
0.435,120.058,0.843,0.147,0.19,0.178,0.0
0.636,145.972,0.837,0.342,0.274,0.086,0.00125
0.628,90.482,0.639,0.386,0.43,0.0398,0.0
0.354,160.037,0.741,0.118,0.583,0.0837,0.00577
0.463,111.98,0.809,0.109,0.364,0.0396,0.085
0.604,49.305,0.583,0.724,0.691,0.456,0.0
0.646,176.153,0.599,0.128,0.638,0.337,4.36e-06
0.251,139.999,0.746,0.106,0.18,0.259,0.00203
0.734,97.044,0.918,0.191,0.608,0.269,8.01e-06
0.63,95.0,0.874,0.0582,0.717,0.298,0.00479
0.506,115.994,0.848,0.102,0.593,0.0336,0.0
0.747,86.918,0.67,0.115,0.918,0.189,0.0
0.678,117.067,0.595,0.418,0.259,0.0335,0.00389
0.52,92.869,0.747,0.142,0.601,0.0357,0.0537
0.533,131.036,0.797,0.103,0.329,0.0412,0.000152
0.731,174.516,0.552,0.258,0.632,0.615,0.0
0.559,78.558,0.558,0.109,0.62,0.0959,7.49e-06
0.631,84.166,0.48,0.149,0.515,0.116,0.000105
0.283,138.97,0.898,0.11,0.469,0.356,0.000383
0.283,97.04,0.766,0.115,0.144,0.0846,0.0172
0.648,93.2,0.737,0.105,0.746,0.138,6.92e-06
0.634,101.837,0.502,0.188,0.645,0.144,0.0341
0.385,106.312,0.619,0.179,0.294,0.118,0.00369
0.651,67.813,0.49,0.108,0.567,0.138,7.59e-06
0.415,113.976,0.823,0.128,0.488,0.0637,0.0316
0.801,104.986,0.778,0.0912,0.914,0.106,0.000155
0.681,139.057,0.918,0.0615,0.706,0.201,0.0
0.756,105.024,0.719,0.109,0.647,0.0761,0.0
0.503,99.97,0.792,0.0959,0.381,0.0626,0.00057
0.463,125.15,0.562,0.157,0.416,0.0787,0.000145
0.707,104.027,0.849,0.618,0.602,0.113,8.58e-06
0.501,103.993,0.637,0.099,0.431,0.187,5.91e-05
0.496,109.979,0.812,0.0955,0.55,0.297,0.0
0.581,102.964,0.609,0.283,0.528,0.277,0.0
0.642,83.389,0.463,0.0686,0.339,0.34,0.0
0.655,92.9,0.649,0.22,0.793,0.0652,0.0
0.549,123.879,0.613,0.116,0.78,0.231,0.0
0.529,112.014,0.782,0.413,0.44,0.0592,1.42e-06
0.00161,140.997,0.138,0.0951,0.155,0.0532,0.971
0.277,159.719,0.329,0.0971,0.121,0.0302,0.024
0.04,135.965,0.44,0.111,0.249,0.0322,0.465
0.664,129.071,0.575,0.116,0.437,0.0481,0.0
0.581,130.033,0.613,0.25,0.551,0.0424,0.000345
0.416,113.986,0.324,0.11,0.151,0.0368,3.69e-05
0.363,121.412,0.531,0.112,0.259,0.0608,0.0
0.394,96.192,0.421,0.0984,0.399,0.0277,4.74e-06
0.308,113.95,0.504,0.158,0.121,0.0321,0.135
0.422,144.678,0.718,0.17,0.455,0.0621,0.0
0.449,123.969,0.327,0.22,0.179,0.034,0.00444
0.135,82.987,0.387,0.0948,0.21,0.051,0.0
0.179,140.01,0.539,0.106,0.145,0.0309,0.393
0.119,70.499,0.467,0.0973,0.156,0.0401,1.4e-06
0.0561,79.764,0.319,0.388,0.082,0.045,0.00384
0.343,145.115,0.474,0.305,0.152,0.027,2.65e-05
0.156,94.08,0.671,0.113,0.201,0.0371,0.0518
0.128,159.679,0.599,0.115,0.367,0.109,0.121
0.129,137.35,0.483,0.106,0.203,0.0349,0.145
0.322,148.005,0.516,0.215,0.261,0.0292,0.00194
0.268,102.617,0.371,0.104,0.165,0.0281,0.0517
0.338,133.943,0.408,0.0732,0.1,0.0431,0.000639
0.289,129.753,0.531,0.134,0.12,0.0286,0.000358
0.276,201.025,0.334,0.113,0.429,0.0643,0.000249
0.304,78.997,0.538,0.164,0.065,0.0352,0.000631
0.377,101.96,0.606,0.154,0.446,0.0275,0.0
0.31,137.474,0.509,0.0963,0.151,0.0313,0.229
0.225,104.007,0.554,0.107,0.221,0.0281,0.0321
0.425,102.078,0.357,0.322,0.27,0.0333,0.0
0.468,94.434,0.369,0.109,0.18,0.0273,0.566
0.407,117.053,0.457,0.126,0.126,0.0308,0.884
0.664,107.747,0.404,0.11,0.0949,0.0407,0.00402
0.526,130.694,0.521,0.108,0.502,0.0281,0.00537
0.367,77.968,0.395,0.11,0.426,0.0324,0.0
0.347,141.332,0.409,0.121,0.199,0.0359,4.55e-06
0.483,144.99,0.617,0.121,0.176,0.0458,0.000216
0.199,165.476,0.48,0.0978,0.201,0.0329,0.0563
0.288,110.927,0.687,0.0986,0.308,0.045,0.0
0.11,81.876,0.415,0.0962,0.234,0.0388,0.00236
0.0972,86.686,0.443,0.115,0.289,0.0793,0.0102
0.245,103.777,0.34,0.0633,0.192,0.0319,0.0992
0.348,110.019,0.631,0.295,0.32,0.0343,8.87e-05
0.159,72.38,0.403,0.34,0.0381,0.104,0.0121
0.529,161.989,0.671,0.0856,0.203,0.307,0.000335
0.663,184.057,0.672,0.134,0.381,0.243,0.0
0.561,148.775,0.686,0.114,0.186,0.191,0.0
0.819,94.011,0.565,0.111,0.682,0.0668,0.0
0.767,160.084,0.718,0.114,0.519,0.166,0.0
0.653,150.097,0.547,0.103,0.163,0.081,0.0
0.534,93.924,0.832,0.165,0.116,0.253,0.0
0.662,112.509,0.897,0.534,0.39,0.292,0.0
0.515,120.1,0.567,0.078,0.321,0.247,0.0
0.651,163.935,0.665,0.0896,0.237,0.156,0.0
0.55,124.13,0.629,0.095,0.154,0.0543,0.0
0.671,179.987,0.684,0.0769,0.45,0.289,0.0
0.8,139.918,0.498,0.147,0.272,0.0503,0.0
0.54,143.968,0.634,0.302,0.543,0.0777,0.0
0.545,97.008,0.809,0.151,0.244,0.0734,0.0
0.369,140.004,0.735,0.126,0.235,0.0688,0.0
0.662,150.047,0.709,0.108,0.439,0.0767,0.0
0.75,155.096,0.732,0.109,0.401,0.231,0.0
0.588,114.929,0.712,0.21,0.471,0.0543,0.0
0.538,99.952,0.829,0.103,0.389,0.212,1.88e-06
0.507,130.007,0.872,0.111,0.506,0.072,0.0
0.631,105.989,0.648,0.12,0.142,0.104,0.0
0.646,127.978,0.946,0.0643,0.961,0.21,0.0
0.814,144.991,0.625,0.158,0.535,0.0657,0.0
0.779,123.013,0.724,0.127,0.53,0.0807,0.0
0.763,120.042,0.695,0.0863,0.551,0.0396,0.00242
0.782,94.03,0.701,0.124,0.57,0.138,2.31e-06
0.88,169.949,0.49,0.103,0.392,0.0435,0.0
0.551,113.535,0.748,0.0943,0.65,0.0239,1.57e-06
0.526,124.709,0.558,0.126,0.202,0.033,0.0
0.614,136.628,0.553,0.0811,0.345,0.0306,0.0
0.506,133.403,0.469,0.102,0.217,0.0291,0.0
0.384,139.009,0.437,0.121,0.181,0.042,2.33e-05
0.557,114.019,0.815,0.089,0.482,0.0318,0.0
0.326,134.049,0.46,0.0874,0.214,0.0304,0.0
0.76,130.096,0.512,0.103,0.495,0.0682,0.0
0.645,85.046,0.714,0.0942,0.434,0.0514,0.00083
0.321,110.827,0.68,0.125,0.416,0.0376,4.67e-06
0.499,93.99,0.796,0.0867,0.798,0.0404,0.0
0.588,79.989,0.675,0.95,0.879,0.177,0.0
0.533,130.02,0.645,0.2,0.349,0.0351,7.08e-06
0.615,84.07,0.775,0.0595,0.918,0.368,0.0
0.798,86.638,0.509,0.203,0.48,0.235,0.0
0.606,175.917,0.656,0.105,0.38,0.363,0.0
0.702,180.219,0.711,0.0932,0.674,0.233,0.0163
0.78,171.285,0.461,0.181,0.448,0.363,0.0
0.431,94.0,0.881,0.113,0.246,0.0914,0.0018
0.455,99.958,0.796,0.156,0.352,0.0997,3.59e-06
0.362,115.974,0.967,0.124,0.633,0.159,0.00637
0.627,89.998,0.742,0.269,0.356,0.0533,1.23e-05
0.572,88.041,0.742,0.318,0.644,0.0743,0.00428
0.684,100.042,0.769,0.18,0.483,0.148,0.0
0.566,85.953,0.794,0.151,0.68,0.0602,0.000168
0.512,144.926,0.848,0.101,0.881,0.118,0.00645
0.75,139.979,0.831,0.111,0.662,0.153,0.0
0.733,92.969,0.864,0.166,0.183,0.0713,0.000175
0.356,83.679,0.708,0.112,0.569,0.075,6.54e-05
0.718,89.906,0.716,0.192,0.91,0.148,0.0
0.745,180.098,0.464,0.363,0.262,0.161,0.0
0.661,76.71,0.836,0.449,0.753,0.338,0.0
0.782,119.992,0.727,0.225,0.655,0.042,0.336
0.787,119.996,0.704,0.159,0.31,0.0462,0.00538
0.577,119.986,0.795,0.051,0.206,0.0648,0.147
0.872,122.028,0.43,0.119,0.136,0.0522,0.879
0.946,120.036,0.542,0.107,0.229,0.0425,0.632
0.797,122.011,0.702,0.179,0.0356,0.0557,0.495
0.723,123.993,0.787,0.085,0.579,0.152,0.00447
0.879,123.004,0.741,0.126,0.362,0.0425,0.0433
0.57,121.843,0.655,0.105,0.487,0.0487,0.43
0.637,120.033,0.847,0.121,0.0509,0.0587,0.201
0.83,120.97,0.808,0.403,0.465,0.0356,0.809
0.0516,87.587,0.27,0.112,0.199,0.0442,0.953
0.0582,132.614,0.191,0.0941,0.0454,0.0578,0.89
0.146,172.13,0.265,0.104,0.416,0.0323,0.893
0.0559,95.217,0.396,0.11,0.278,0.0599,0.935
0.138,128.563,0.34,0.112,0.325,0.0357,0.846
0.0968,62.881,0.286,0.0861,0.0395,0.0323,0.696
0.874,91.038,0.532,0.452,0.361,0.0482,0.012
0.149,82.019,0.485,0.102,0.112,0.0282,0.917
0.0823,67.238,0.252,0.0857,0.0381,0.0344,0.928
0.855,117.987,0.534,0.0996,0.601,0.0342,0.893
0.641,141.931,0.529,0.102,0.089,0.0336,0.76
0.754,170.084,0.564,0.224,0.457,0.0646,0.84
0.715,113.861,0.552,0.0669,0.858,0.0524,0.702
0.687,106.896,0.605,0.104,0.12,0.045,0.949
0.91,130.032,0.528,0.0938,0.137,0.0366,0.764
0.573,140.04,0.911,0.403,0.972,0.288,0.0
0.413,146.05,0.747,0.17,0.481,0.488,0.0
0.332,141.849,0.885,0.119,0.423,0.848,0.0
0.674,140.065,0.922,0.128,0.726,0.366,3.07e-06
0.731,149.987,0.583,0.238,0.446,0.0271,0.0136
0.731,97.007,0.751,0.0556,0.973,0.0308,0.0
0.84,97.027,0.673,0.0965,0.94,0.0559,0.0
0.758,129.944,0.696,0.189,0.858,0.0263,3.09e-05
0.447,121.989,0.657,0.0995,0.523,0.0303,0.00105
0.777,123.003,0.649,0.115,0.667,0.0397,3.43e-05
0.592,170.391,0.332,0.109,0.31,0.0371,0.0
0.523,173.85,0.452,0.233,0.363,0.0625,0.0
0.715,84.098,0.487,0.195,0.638,0.0519,0.0
0.659,106.196,0.648,0.19,0.532,0.0259,0.000307
0.85,125.796,0.374,0.116,0.348,0.0404,0.0
0.643,76.979,0.601,0.283,0.387,0.0272,0.0
0.479,123.217,0.425,0.378,0.279,0.0419,0.000109
0.553,126.043,0.487,0.0992,0.699,0.0425,2.81e-05
0.358,145.751,0.715,0.104,0.742,0.033,0.0133
0.759,124.725,0.791,0.0993,0.917,0.037,4.44e-05
0.936,172.547,0.594,0.191,0.39,0.0944,0.000351
0.735,123.57,0.714,0.115,0.68,0.0306,0.000622
0.631,112.481,0.781,0.0827,0.909,0.0307,0.00285
0.854,148.003,0.634,0.0664,0.564,0.0369,2.49e-06
0.879,133.946,0.742,0.0981,0.936,0.0328,7.17e-06
0.824,172.006,0.77,0.318,0.49,0.0851,0.0
0.809,116.015,0.732,0.0642,0.253,0.0878,0.0
0.797,97.988,0.811,0.112,0.541,0.165,0.0
0.807,155.397,0.525,0.0504,0.741,0.0725,0.0
0.593,119.958,0.79,0.065,0.72,0.0776,0.00202
0.831,132.029,0.798,0.112,0.721,0.171,5.87e-05
0.913,123.58,0.606,0.34,0.838,0.0351,0.00696
0.449,114.924,0.669,0.0729,0.327,0.049,0.0
0.255,95.978,0.375,0.0845,0.331,0.0377,0.0
0.629,70.568,0.513,0.146,0.498,0.19,0.0
0.583,126.036,0.793,0.253,0.97,0.247,1.07e-05
0.681,101.005,0.798,0.137,0.434,0.0722,0.00197
0.638,109.96,0.701,0.279,0.646,0.165,0.00219
0.852,119.892,0.779,0.212,0.601,0.0651,0.0
0.717,117.952,0.753,0.0988,0.601,0.0384,0.00258
0.627,118.093,0.788,0.232,0.909,0.0751,0.0
0.708,130.081,0.872,0.0998,0.308,0.176,0.0
0.569,115.03,0.772,0.117,0.525,0.062,0.0
0.709,130.081,0.872,0.0998,0.309,0.176,0.0
0.533,102.025,0.863,0.0794,0.738,0.0484,0.00126
0.873,97.96,0.621,0.0824,0.873,0.0369,9.1e-06
0.924,168.017,0.598,0.17,0.611,0.0623,0.799
0.664,118.018,0.731,0.133,0.661,0.0302,0.35
0.655,92.9,0.649,0.22,0.793,0.0652,0.0
0.781,107.007,0.811,0.121,0.824,0.0428,0.001
0.503,99.97,0.792,0.0959,0.381,0.0626,0.00057
0.501,103.993,0.637,0.099,0.431,0.187,5.91e-05
0.485,100.053,0.843,0.107,0.689,0.195,0.0675
0.549,123.879,0.613,0.116,0.78,0.231,0.0
0.649,113.009,0.788,0.12,0.229,0.0532,0.0136
0.422,124.357,0.573,0.102,0.693,0.0678,1.31e-05
0.725,105.016,0.711,0.11,0.53,0.0941,0.129
0.809,99.005,0.724,0.0765,0.606,0.0929,0.0
0.642,83.389,0.463,0.0686,0.339,0.34,0.0
0.89,126.881,0.645,0.376,0.421,0.128,9.38e-06
